ncbi	sample	group	mapped	coverage
NZ_QTMJ01000001.1	high_10M	came_from_before	195	0.660856525338802
NZ_QTMJ01000001.1	high_10M	came_from_both	13385	NA
NZ_QTMJ01000001.1	high_10M	came_from_donor	5	NA
NZ_QTMJ01000001.1	high_10M	came_itself	1021	0.660856525338802
NZ_QTMJ01000001.1	high_1M	came_from_before	32	0.421496075983358
NZ_QTMJ01000001.1	high_1M	came_from_both	27	NA
NZ_QTMJ01000001.1	high_1M	came_from_donor	8	NA
NZ_QTMJ01000001.1	high_1M	came_itself	3435	0.421496075983358
NZ_QTMJ01000001.1	high_25M	came_from_before	437	3.22428976023914
NZ_QTMJ01000001.1	high_25M	came_from_both	29173	NA
NZ_QTMJ01000001.1	high_25M	came_from_donor	241	NA
NZ_QTMJ01000001.1	high_25M	came_itself	5336	3.22428976023914
NZ_QTMJ01000001.1	high_50M	came_from_before	13620	4.26850188995104
NZ_QTMJ01000001.1	high_50M	came_from_both	132781	NA
NZ_QTMJ01000001.1	high_50M	came_itself	4	4.26850188995104
NZ_QTMJ01000001.1	high_5M	came_from_before	162	0.101756360171069
NZ_QTMJ01000001.1	high_5M	came_from_both	1838	NA
NZ_QTMJ01000001.1	high_5M	came_from_donor	22	NA
NZ_QTMJ01000001.1	high_5M	came_itself	331	0.101756360171069
NZ_QTMK01000001.1	high_10M	came_from_before	20	NA
NZ_QTMK01000001.1	high_10M	came_from_both	429	NA
NZ_QTMK01000001.1	high_10M	came_from_donor	27860	NA
NZ_QTMK01000001.1	high_10M	came_itself	26404	12.8540760117919
NZ_QTMK01000001.1	high_1M	came_from_both	2	NA
NZ_QTMK01000001.1	high_1M	came_from_donor	5	NA
NZ_QTMK01000001.1	high_1M	came_itself	1735	0.110579771973461
NZ_QTMK01000001.1	high_25M	came_from_before	14	NA
NZ_QTMK01000001.1	high_25M	came_from_both	712	NA
NZ_QTMK01000001.1	high_25M	came_from_donor	10881	NA
NZ_QTMK01000001.1	high_25M	came_itself	3364	1.39594661987315
NZ_QTMK01000001.1	high_50M	came_from_before	88	NA
NZ_QTMK01000001.1	high_50M	came_from_both	2800	NA
NZ_QTMK01000001.1	high_50M	came_from_donor	67249	NA
NZ_QTMK01000001.1	high_50M	came_itself	11606	6.87761600081613
NZ_QTMK01000001.1	high_5M	came_from_both	42	NA
NZ_QTMK01000001.1	high_5M	came_from_donor	2223	NA
NZ_QTMK01000001.1	high_5M	came_itself	1463	0.531135093117378
NZ_QTMM01000001.1	high_10M	came_from_before	663	0.346282316378376
NZ_QTMM01000001.1	high_10M	came_from_both	1660	NA
NZ_QTMM01000001.1	high_10M	came_itself	1806	0.346282316378376
NZ_QTMM01000001.1	high_1M	came_from_before	NA	0.0156766338628038
NZ_QTMM01000001.1	high_1M	came_from_both	38	NA
NZ_QTMM01000001.1	high_1M	came_itself	592	0.0156766338628038
NZ_QTMM01000001.1	high_25M	came_from_before	19498	3.41702653712985
NZ_QTMM01000001.1	high_25M	came_from_both	5438	NA
NZ_QTMM01000001.1	high_25M	came_from_donor	18	NA
NZ_QTMM01000001.1	high_25M	came_itself	2664	3.41702653712985
NZ_QTMM01000001.1	high_50M	came_from_before	1457	7.12809129505804
NZ_QTMM01000001.1	high_50M	came_from_both	12944	NA
NZ_QTMM01000001.1	high_50M	came_from_donor	117	NA
NZ_QTMM01000001.1	high_50M	came_itself	72052	7.12809129505804
NZ_QTMM01000001.1	high_5M	came_from_before	16	1.67558198543491
NZ_QTMM01000001.1	high_5M	came_from_both	742	NA
NZ_QTMM01000001.1	high_5M	came_from_donor	5	NA
NZ_QTMM01000001.1	high_5M	came_itself	46118	1.67558198543491
NZ_QTMQ01000001.1	high_10M	came_from_both	122	NA
NZ_QTMQ01000001.1	high_10M	came_from_donor	730	1.40769439668896
NZ_QTMQ01000001.1	high_10M	came_itself	7169	NA
NZ_QTMQ01000001.1	high_1M	came_from_donor	10	0.040599180507106
NZ_QTMQ01000001.1	high_1M	came_itself	405	NA
NZ_QTMQ01000001.1	high_25M	came_from_both	192	NA
NZ_QTMQ01000001.1	high_25M	came_from_donor	7849	1.88107633559528
NZ_QTMQ01000001.1	high_25M	came_itself	641	NA
NZ_QTMQ01000001.1	high_50M	came_from_both	752	NA
NZ_QTMQ01000001.1	high_50M	came_from_donor	42705	5.05111806216857
NZ_QTMQ01000001.1	high_50M	came_itself	462	NA
NZ_QTMQ01000001.1	high_5M	came_from_both	30	NA
NZ_QTMQ01000001.1	high_5M	came_from_donor	73	0.930379669939076
NZ_QTMQ01000001.1	high_5M	came_itself	8899	NA
NZ_QTMS01000001.1	high_10M	came_from_before	205	NA
NZ_QTMS01000001.1	high_10M	came_from_both	30892	NA
NZ_QTMS01000001.1	high_10M	came_from_donor	724	NA
NZ_QTMS01000001.1	high_10M	came_itself	876	0.685931784544715
NZ_QTMS01000001.1	high_1M	came_from_before	17	NA
NZ_QTMS01000001.1	high_1M	came_from_both	63	NA
NZ_QTMS01000001.1	high_1M	came_from_donor	127	NA
NZ_QTMS01000001.1	high_1M	came_itself	1296	0.196916222833343
NZ_QTMS01000001.1	high_25M	came_from_before	1280	NA
NZ_QTMS01000001.1	high_25M	came_from_both	100359	NA
NZ_QTMS01000001.1	high_25M	came_from_donor	826	NA
NZ_QTMS01000001.1	high_25M	came_itself	5192	7.90519784943602
NZ_QTMS01000001.1	high_50M	came_from_before	7304	NA
NZ_QTMS01000001.1	high_50M	came_from_both	377421	NA
NZ_QTMS01000001.1	high_50M	came_from_donor	6345	NA
NZ_QTMS01000001.1	high_50M	came_itself	24002	43.615826560097
NZ_QTMS01000001.1	high_5M	came_from_before	40	NA
NZ_QTMS01000001.1	high_5M	came_from_both	7022	NA
NZ_QTMS01000001.1	high_5M	came_from_donor	597	NA
NZ_QTMS01000001.1	high_5M	came_itself	677	0.340848958291693
NZ_QTMU01000001.1	high_10M	came_from_both	30273	NA
NZ_QTMU01000001.1	high_10M	came_from_donor	1252	1.22812846426031
NZ_QTMU01000001.1	high_10M	came_itself	19	NA
NZ_QTMU01000001.1	high_1M	came_from_before	4	NA
NZ_QTMU01000001.1	high_1M	came_from_both	43	NA
NZ_QTMU01000001.1	high_1M	came_from_donor	149	0.0689459708239055
NZ_QTMU01000001.1	high_1M	came_itself	731	NA
NZ_QTMU01000001.1	high_25M	came_from_before	216	NA
NZ_QTMU01000001.1	high_25M	came_from_both	76110	NA
NZ_QTMU01000001.1	high_25M	came_from_donor	309	0.776998941412017
NZ_QTMU01000001.1	high_25M	came_itself	335	NA
NZ_QTMU01000001.1	high_50M	came_from_both	341450	NA
NZ_QTMU01000001.1	high_50M	came_from_donor	10349	16.9404145568829
NZ_QTMU01000001.1	high_5M	came_from_both	6573	NA
NZ_QTMU01000001.1	high_5M	came_from_donor	945	0.53196778443654
NZ_QTMU01000001.1	high_5M	came_itself	51	NA
NZ_QTNC01000001.1	high_10M	came_from_before	352	1.7469907400277
NZ_QTNC01000001.1	high_10M	came_from_both	16694	NA
NZ_QTNC01000001.1	high_10M	came_from_donor	22	NA
NZ_QTNC01000001.1	high_10M	came_itself	2403	1.7469907400277
NZ_QTNC01000001.1	high_1M	came_from_before	10	0.040984013356732
NZ_QTNC01000001.1	high_1M	came_from_both	23	NA
NZ_QTNC01000001.1	high_1M	came_from_donor	6	NA
NZ_QTNC01000001.1	high_1M	came_itself	598	0.040984013356732
NZ_QTNC01000001.1	high_25M	came_from_before	3770	2.67602058202785
NZ_QTNC01000001.1	high_25M	came_from_both	37867	NA
NZ_QTNC01000001.1	high_25M	came_itself	29	2.67602058202785
NZ_QTNC01000001.1	high_50M	came_from_before	29150	14.9403115018733
NZ_QTNC01000001.1	high_50M	came_from_both	220840	NA
NZ_QTNC01000001.1	high_50M	came_itself	NA	14.9403115018733
NZ_QTNC01000001.1	high_5M	came_from_before	891	0.436606746423747
NZ_QTNC01000001.1	high_5M	came_from_both	2314	NA
NZ_QTNC01000001.1	high_5M	came_itself	60	0.436606746423747
NZ_QTNI01000001.1	high_10M	came_from_before	265	1.10194671227797
NZ_QTNI01000001.1	high_10M	came_from_both	28408	1.10194671227797
NZ_QTNI01000001.1	high_10M	came_from_donor	239	1.10194671227797
NZ_QTNI01000001.1	high_10M	came_itself	489	NA
NZ_QTNI01000001.1	high_1M	came_from_before	4	0.280109075574838
NZ_QTNI01000001.1	high_1M	came_from_both	66	0.280109075574838
NZ_QTNI01000001.1	high_1M	came_from_donor	124	0.280109075574838
NZ_QTNI01000001.1	high_1M	came_itself	1070	NA
NZ_QTNI01000001.1	high_25M	came_from_before	NA	1.40988288822233
NZ_QTNI01000001.1	high_25M	came_from_both	82012	1.40988288822233
NZ_QTNI01000001.1	high_25M	came_from_donor	NA	1.40988288822233
NZ_QTNI01000001.1	high_50M	came_from_before	12631	32.6773061763646
NZ_QTNI01000001.1	high_50M	came_from_both	357338	32.6773061763646
NZ_QTNI01000001.1	high_50M	came_from_donor	NA	32.6773061763646
NZ_QTNI01000001.1	high_5M	came_from_before	239	1.31972342150016
NZ_QTNI01000001.1	high_5M	came_from_both	7059	1.31972342150016
NZ_QTNI01000001.1	high_5M	came_from_donor	425	1.31972342150016
NZ_QTNI01000001.1	high_5M	came_itself	918	NA
NZ_QTNM01000001.1	high_10M	came_from_both	38146	NA
NZ_QTNM01000001.1	high_10M	came_from_donor	99	0.5409380862597
NZ_QTNM01000001.1	high_1M	came_from_before	18	NA
NZ_QTNM01000001.1	high_1M	came_from_both	137	NA
NZ_QTNM01000001.1	high_1M	came_from_donor	38	0.0747762585728003
NZ_QTNM01000001.1	high_1M	came_itself	292	NA
NZ_QTNM01000001.1	high_25M	came_from_before	6	NA
NZ_QTNM01000001.1	high_25M	came_from_both	89618	NA
NZ_QTNM01000001.1	high_25M	came_from_donor	177	1.70427767109946
NZ_QTNM01000001.1	high_25M	came_itself	58	NA
NZ_QTNM01000001.1	high_50M	came_from_both	372985	NA
NZ_QTNM01000001.1	high_50M	came_from_donor	4106	19.0032544313661
NZ_QTNM01000001.1	high_5M	came_from_before	8	NA
NZ_QTNM01000001.1	high_5M	came_from_both	15736	NA
NZ_QTNM01000001.1	high_5M	came_from_donor	1296	3.64984276113848
NZ_QTNM01000001.1	high_5M	came_itself	405	NA
NZ_QTNN01000001.1	high_10M	came_from_before	5	NA
NZ_QTNN01000001.1	high_10M	came_from_both	366	NA
NZ_QTNN01000001.1	high_10M	came_from_donor	17345	1.23675295199177
NZ_QTNN01000001.1	high_10M	came_itself	6323	NA
NZ_QTNN01000001.1	high_1M	came_from_both	3	NA
NZ_QTNN01000001.1	high_1M	came_from_donor	4	0.113991845136174
NZ_QTNN01000001.1	high_1M	came_itself	1970	NA
NZ_QTNN01000001.1	high_25M	came_from_before	71	NA
NZ_QTNN01000001.1	high_25M	came_from_both	1967	NA
NZ_QTNN01000001.1	high_25M	came_from_donor	18440	7.12554628123872
NZ_QTNN01000001.1	high_25M	came_itself	15346	NA
NZ_QTNN01000001.1	high_50M	came_from_before	131	NA
NZ_QTNN01000001.1	high_50M	came_from_both	5078	NA
NZ_QTNN01000001.1	high_50M	came_from_donor	87244	11.5059956348061
NZ_QTNN01000001.1	high_50M	came_itself	10804	NA
NZ_QTNN01000001.1	high_5M	came_from_both	64	NA
NZ_QTNN01000001.1	high_5M	came_from_donor	6465	1.76673073225846
NZ_QTNN01000001.1	high_5M	came_itself	620	NA
NZ_QTUO01000001.1	high_10M	came_from_before	3672	3.79550871759466
NZ_QTUO01000001.1	high_10M	came_from_both	536	NA
NZ_QTUO01000001.1	high_10M	came_from_donor	4	NA
NZ_QTUO01000001.1	high_10M	came_itself	1020	3.79550871759466
NZ_QTUO01000001.1	high_1M	came_from_before	NA	0.048311085413646
NZ_QTUO01000001.1	high_1M	came_from_both	2	NA
NZ_QTUO01000001.1	high_1M	came_itself	542	0.048311085413646
NZ_QTUO01000001.1	high_25M	came_from_before	4120	3.01612845920952
NZ_QTUO01000001.1	high_25M	came_from_both	2434	NA
NZ_QTUO01000001.1	high_25M	came_itself	6	3.01612845920952
NZ_QTUO01000001.1	high_50M	came_from_before	12	3.56863909228445
NZ_QTUO01000001.1	high_50M	came_from_both	41472	NA
NZ_QTUO01000001.1	high_50M	came_itself	NA	3.56863909228445
NZ_QTUO01000001.1	high_5M	came_from_before	447	3.1038092300815
NZ_QTUO01000001.1	high_5M	came_from_both	225	NA
NZ_QTUO01000001.1	high_5M	came_itself	12898	3.1038092300815
NZ_QTUX01000001.1	high_10M	came_from_before	4132	0.774121668725509
NZ_QTUX01000001.1	high_10M	came_from_both	2666	NA
NZ_QTUX01000001.1	high_10M	came_itself	3	0.774121668725509
NZ_QTUX01000001.1	high_1M	came_from_before	13	0.00137210202384734
NZ_QTUX01000001.1	high_1M	came_from_both	29	NA
NZ_QTUX01000001.1	high_1M	came_from_donor	2	NA
NZ_QTUX01000001.1	high_1M	came_itself	360	0.00137210202384734
NZ_QTUX01000001.1	high_25M	came_from_before	4327	15.9661446690789
NZ_QTUX01000001.1	high_25M	came_from_both	59006	NA
NZ_QTUX01000001.1	high_25M	came_from_donor	274	NA
NZ_QTUX01000001.1	high_25M	came_itself	4969	15.9661446690789
NZ_QTUX01000001.1	high_50M	came_from_before	8312	3.79956237188216
NZ_QTUX01000001.1	high_50M	came_from_both	59763	NA
NZ_QTUX01000001.1	high_50M	came_itself	NA	3.79956237188216
NZ_QTUX01000001.1	high_5M	came_from_before	31	1.03645767376397
NZ_QTUX01000001.1	high_5M	came_from_both	2349	NA
NZ_QTUX01000001.1	high_5M	came_from_donor	49	NA
NZ_QTUX01000001.1	high_5M	came_itself	1720	1.03645767376397
NZ_QTVA01000001.1	high_10M	came_from_before	6633	5.72241053046809
NZ_QTVA01000001.1	high_10M	came_from_both	1289	NA
NZ_QTVA01000001.1	high_10M	came_from_donor	2	NA
NZ_QTVA01000001.1	high_10M	came_itself	762	5.72241053046809
NZ_QTVA01000001.1	high_1M	came_from_before	1	0.568929540112848
NZ_QTVA01000001.1	high_1M	came_from_both	4	NA
NZ_QTVA01000001.1	high_1M	came_itself	4791	0.568929540112848
NZ_QTVA01000001.1	high_25M	came_from_before	990	8.89539443889042
NZ_QTVA01000001.1	high_25M	came_from_both	5686	NA
NZ_QTVA01000001.1	high_25M	came_from_donor	110	NA
NZ_QTVA01000001.1	high_25M	came_itself	11590	8.89539443889042
NZ_QTVA01000001.1	high_50M	came_from_before	5566	1.49818108876545
NZ_QTVA01000001.1	high_50M	came_from_both	14386	NA
NZ_QTVA01000001.1	high_50M	came_itself	NA	1.49818108876545
NZ_QTVA01000001.1	high_5M	came_from_before	69	0.360167538335127
NZ_QTVA01000001.1	high_5M	came_from_both	108	NA
NZ_QTVA01000001.1	high_5M	came_from_donor	2	NA
NZ_QTVA01000001.1	high_5M	came_itself	485	0.360167538335127
NZ_QTVJ01000001.1	high_10M	came_from_both	516	NA
NZ_QTVJ01000001.1	high_10M	came_from_donor	420	0.123777166886661
NZ_QTVJ01000001.1	high_10M	came_itself	8	NA
NZ_QTVJ01000001.1	high_1M	came_from_both	13	NA
NZ_QTVJ01000001.1	high_1M	came_from_donor	50	0.0744756982350617
NZ_QTVJ01000001.1	high_1M	came_itself	195	NA
NZ_QTVJ01000001.1	high_25M	came_from_both	18791	NA
NZ_QTVJ01000001.1	high_25M	came_from_donor	9544	4.10507851456429
NZ_QTVJ01000001.1	high_50M	came_from_both	105043	NA
NZ_QTVJ01000001.1	high_50M	came_from_donor	74021	27.9664895325999
NZ_QTVJ01000001.1	high_50M	came_itself	3	NA
NZ_QTVJ01000001.1	high_5M	came_from_before	16	NA
NZ_QTVJ01000001.1	high_5M	came_from_both	215	NA
NZ_QTVJ01000001.1	high_5M	came_from_donor	1552	0.637734881802271
NZ_QTVJ01000001.1	high_5M	came_itself	611	NA
NZ_QTVK01000001.1	high_10M	came_from_before	11	NA
NZ_QTVK01000001.1	high_10M	came_from_both	1872	NA
NZ_QTVK01000001.1	high_10M	came_from_donor	1990	2.62379629150257
NZ_QTVK01000001.1	high_10M	came_itself	708	NA
NZ_QTVK01000001.1	high_1M	came_from_donor	45	0.494441061792797
NZ_QTVK01000001.1	high_1M	came_itself	2140	NA
NZ_QTVK01000001.1	high_25M	came_from_before	164	NA
NZ_QTVK01000001.1	high_25M	came_from_both	7017	NA
NZ_QTVK01000001.1	high_25M	came_from_donor	1290	4.8165871454436
NZ_QTVK01000001.1	high_25M	came_itself	3124	NA
NZ_QTVK01000001.1	high_50M	came_from_both	30373	NA
NZ_QTVK01000001.1	high_50M	came_from_donor	52083	17.1417402856861
NZ_QTVK01000001.1	high_5M	came_from_before	10	NA
NZ_QTVK01000001.1	high_5M	came_from_both	78	NA
NZ_QTVK01000001.1	high_5M	came_from_donor	559	0.976317444600634
NZ_QTVK01000001.1	high_5M	came_itself	868	NA
NZ_QTVL01000001.1	high_10M	came_from_before	45	NA
NZ_QTVL01000001.1	high_10M	came_from_both	22338	NA
NZ_QTVL01000001.1	high_10M	came_from_donor	6631	8.7827941884017
NZ_QTVL01000001.1	high_10M	came_itself	381	NA
NZ_QTVL01000001.1	high_1M	came_from_before	3	NA
NZ_QTVL01000001.1	high_1M	came_from_both	9	NA
NZ_QTVL01000001.1	high_1M	came_from_donor	3	0.0966756301502375
NZ_QTVL01000001.1	high_1M	came_itself	1520	NA
NZ_QTVL01000001.1	high_25M	came_from_before	42	NA
NZ_QTVL01000001.1	high_25M	came_from_both	31088	NA
NZ_QTVL01000001.1	high_25M	came_from_donor	2242	1.87468281120534
NZ_QTVL01000001.1	high_25M	came_itself	101	NA
NZ_QTVL01000001.1	high_50M	came_from_before	16	NA
NZ_QTVL01000001.1	high_50M	came_from_both	74901	NA
NZ_QTVL01000001.1	high_50M	came_from_donor	5679	4.46728688299265
NZ_QTVL01000001.1	high_50M	came_itself	42	NA
NZ_QTVL01000001.1	high_5M	came_from_before	141	NA
NZ_QTVL01000001.1	high_5M	came_from_both	1269	NA
NZ_QTVL01000001.1	high_5M	came_from_donor	131	0.544732376150368
NZ_QTVL01000001.1	high_5M	came_itself	200	NA
NZ_QTVM01000001.1	high_10M	came_from_before	1431	0.794991131023659
NZ_QTVM01000001.1	high_10M	came_from_both	2127	NA
NZ_QTVM01000001.1	high_10M	came_from_donor	8	NA
NZ_QTVM01000001.1	high_10M	came_itself	376	0.794991131023659
NZ_QTVM01000001.1	high_1M	came_from_before	11	0.282995284095812
NZ_QTVM01000001.1	high_1M	came_from_both	18	NA
NZ_QTVM01000001.1	high_1M	came_from_donor	3	NA
NZ_QTVM01000001.1	high_1M	came_itself	1589	0.282995284095812
NZ_QTVM01000001.1	high_25M	came_from_before	16400	8.07620448551332
NZ_QTVM01000001.1	high_25M	came_from_both	57213	NA
NZ_QTVM01000001.1	high_25M	came_itself	NA	8.07620448551332
NZ_QTVM01000001.1	high_50M	came_from_before	1321	4.21848707512755
NZ_QTVM01000001.1	high_50M	came_from_both	71680	NA
NZ_QTVM01000001.1	high_50M	came_from_donor	98	NA
NZ_QTVM01000001.1	high_50M	came_itself	4191	4.21848707512755
NZ_QTVM01000001.1	high_5M	came_from_before	6	0.890004037553162
NZ_QTVM01000001.1	high_5M	came_from_both	2662	NA
NZ_QTVM01000001.1	high_5M	came_from_donor	28	NA
NZ_QTVM01000001.1	high_5M	came_itself	1826	0.890004037553162
NZ_QTVN01000001.1	high_10M	came_from_before	75	NA
NZ_QTVN01000001.1	high_10M	came_from_both	1686	NA
NZ_QTVN01000001.1	high_10M	came_from_donor	138	1.59511466467822
NZ_QTVN01000001.1	high_10M	came_itself	20264	NA
NZ_QTVN01000001.1	high_1M	came_from_both	11	NA
NZ_QTVN01000001.1	high_1M	came_from_donor	5	0.167745918489776
NZ_QTVN01000001.1	high_1M	came_itself	4095	NA
NZ_QTVN01000001.1	high_25M	came_from_both	10639	NA
NZ_QTVN01000001.1	high_25M	came_from_donor	166880	8.92778065484302
NZ_QTVN01000001.1	high_25M	came_itself	10	NA
NZ_QTVN01000001.1	high_50M	came_from_both	20524	NA
NZ_QTVN01000001.1	high_50M	came_from_donor	105240	5.76081114262872
NZ_QTVN01000001.1	high_50M	came_itself	2	NA
NZ_QTVN01000001.1	high_5M	came_from_before	7	NA
NZ_QTVN01000001.1	high_5M	came_from_both	691	NA
NZ_QTVN01000001.1	high_5M	came_from_donor	289	0.208493133697774
NZ_QTVN01000001.1	high_5M	came_itself	691	NA
NZ_QTVQ01000001.1	high_10M	came_from_before	15	NA
NZ_QTVQ01000001.1	high_10M	came_from_both	1731	NA
NZ_QTVQ01000001.1	high_10M	came_from_donor	33266	3.8087905977496
NZ_QTVQ01000001.1	high_10M	came_itself	2745	NA
NZ_QTVQ01000001.1	high_1M	came_from_both	19	NA
NZ_QTVQ01000001.1	high_1M	came_from_donor	4	0.0779029640766056
NZ_QTVQ01000001.1	high_1M	came_itself	1365	NA
NZ_QTVQ01000001.1	high_25M	came_from_both	5739	NA
NZ_QTVQ01000001.1	high_25M	came_from_donor	23997	1.70492422546427
NZ_QTVQ01000001.1	high_50M	came_from_both	10351	NA
NZ_QTVQ01000001.1	high_50M	came_from_donor	34587	2.49207988378077
NZ_QTVQ01000001.1	high_50M	came_itself	5	NA
NZ_QTVQ01000001.1	high_5M	came_from_both	504	NA
NZ_QTVQ01000001.1	high_5M	came_from_donor	720	0.886606240444619
NZ_QTVQ01000001.1	high_5M	came_itself	3326	NA
NZ_QTVT01000001.1	high_10M	came_from_before	6984	2.28203597230329
NZ_QTVT01000001.1	high_10M	came_from_both	3062	NA
NZ_QTVT01000001.1	high_10M	came_itself	11	2.28203597230329
NZ_QTVT01000001.1	high_1M	came_from_before	11	0.0913600620958533
NZ_QTVT01000001.1	high_1M	came_from_both	15	NA
NZ_QTVT01000001.1	high_1M	came_from_donor	2	NA
NZ_QTVT01000001.1	high_1M	came_itself	810	0.0913600620958533
NZ_QTVT01000001.1	high_25M	came_from_before	13365	5.92545216863415
NZ_QTVT01000001.1	high_25M	came_from_both	50320	NA
NZ_QTVT01000001.1	high_25M	came_itself	NA	5.92545216863415
NZ_QTVT01000001.1	high_50M	came_from_before	22773	10.2457530556462
NZ_QTVT01000001.1	high_50M	came_from_both	63025	NA
NZ_QTVT01000001.1	high_50M	came_itself	NA	10.2457530556462
NZ_QTVT01000001.1	high_5M	came_from_before	37	2.6537104138258
NZ_QTVT01000001.1	high_5M	came_from_both	2459	NA
NZ_QTVT01000001.1	high_5M	came_from_donor	43	NA
NZ_QTVT01000001.1	high_5M	came_itself	6489	2.6537104138258
NZ_QTVY01000001.1	high_10M	came_from_before	3519	0.811298041016623
NZ_QTVY01000001.1	high_10M	came_from_both	2333	NA
NZ_QTVY01000001.1	high_10M	came_from_donor	3	NA
NZ_QTVY01000001.1	high_10M	came_itself	528	0.811298041016623
NZ_QTVY01000001.1	high_1M	came_from_before	10	0.0873638437664085
NZ_QTVY01000001.1	high_1M	came_from_both	17	NA
NZ_QTVY01000001.1	high_1M	came_from_donor	3	NA
NZ_QTVY01000001.1	high_1M	came_itself	1281	0.0873638437664085
NZ_QTVY01000001.1	high_25M	came_from_before	34	3.61776109864626
NZ_QTVY01000001.1	high_25M	came_from_both	73201	NA
NZ_QTVY01000001.1	high_25M	came_from_donor	2798	NA
NZ_QTVY01000001.1	high_25M	came_itself	43	3.61776109864626
NZ_QTVY01000001.1	high_50M	came_from_before	647	8.20282903304587
NZ_QTVY01000001.1	high_50M	came_from_both	79264	NA
NZ_QTVY01000001.1	high_50M	came_itself	NA	8.20282903304587
NZ_QTVY01000001.1	high_5M	came_from_before	NA	0.001808589367127
NZ_QTVY01000001.1	high_5M	came_from_both	2037	NA
NZ_QTVY01000001.1	high_5M	came_from_donor	101	NA
NZ_QTVY01000001.1	high_5M	came_itself	65	0.001808589367127
NZ_QTWA01000001.1	high_10M	came_from_before	3609	NA
NZ_QTWA01000001.1	high_10M	came_from_both	2320	NA
NZ_QTWA01000001.1	high_10M	came_from_donor	2	5.3340841313841
NZ_QTWA01000001.1	high_10M	came_itself	743	NA
NZ_QTWA01000001.1	high_1M	came_from_before	11	NA
NZ_QTWA01000001.1	high_1M	came_from_both	11	NA
NZ_QTWA01000001.1	high_1M	came_from_donor	NA	0.431939971248959
NZ_QTWA01000001.1	high_1M	came_itself	1376	NA
NZ_QTWA01000001.1	high_25M	came_from_both	72983	NA
NZ_QTWA01000001.1	high_25M	came_from_donor	3482	13.7201117654694
NZ_QTWA01000001.1	high_50M	came_from_before	314	NA
NZ_QTWA01000001.1	high_50M	came_from_both	77713	NA
NZ_QTWA01000001.1	high_50M	came_from_donor	NA	5.49474995500832
NZ_QTWA01000001.1	high_50M	came_itself	10	NA
NZ_QTWA01000001.1	high_5M	came_from_before	3	NA
NZ_QTWA01000001.1	high_5M	came_from_both	2011	NA
NZ_QTWA01000001.1	high_5M	came_from_donor	119	0.166561255407221
NZ_QTWA01000001.1	high_5M	came_itself	37	NA
NZ_QTWC01000001.1	high_10M	came_from_both	2524	NA
NZ_QTWC01000001.1	high_10M	came_from_donor	6812	3.38892067835331
NZ_QTWC01000001.1	high_10M	came_itself	79	NA
NZ_QTWC01000001.1	high_1M	came_from_donor	5	0.0599067058721414
NZ_QTWC01000001.1	high_1M	came_itself	562	NA
NZ_QTWC01000001.1	high_25M	came_from_before	220	NA
NZ_QTWC01000001.1	high_25M	came_from_both	6841	NA
NZ_QTWC01000001.1	high_25M	came_from_donor	1142	5.15221624179792
NZ_QTWC01000001.1	high_25M	came_itself	3982	NA
NZ_QTWC01000001.1	high_50M	came_from_both	12853	NA
NZ_QTWC01000001.1	high_50M	came_from_donor	4995	0.637253557405232
NZ_QTWC01000001.1	high_5M	came_from_before	13	NA
NZ_QTWC01000001.1	high_5M	came_from_both	48	NA
NZ_QTWC01000001.1	high_5M	came_from_donor	188	0.653299742854559
NZ_QTWC01000001.1	high_5M	came_itself	1123	NA
NZ_QTWE01000001.1	high_10M	came_from_before	52	NA
NZ_QTWE01000001.1	high_10M	came_from_both	3290	NA
NZ_QTWE01000001.1	high_10M	came_from_donor	737	0.426941601107857
NZ_QTWE01000001.1	high_10M	came_itself	111	NA
NZ_QTWE01000001.1	high_1M	came_from_both	28	NA
NZ_QTWE01000001.1	high_1M	came_from_donor	2	0.0615288461797455
NZ_QTWE01000001.1	high_1M	came_itself	822	NA
NZ_QTWE01000001.1	high_25M	came_from_both	31106	NA
NZ_QTWE01000001.1	high_25M	came_from_donor	18097	1.48357047940797
NZ_QTWE01000001.1	high_25M	came_itself	2	NA
NZ_QTWE01000001.1	high_50M	came_from_both	54691	NA
NZ_QTWE01000001.1	high_50M	came_from_donor	28117	5.53966362224589
NZ_QTWE01000001.1	high_5M	came_from_both	1047	NA
NZ_QTWE01000001.1	high_5M	came_from_donor	84	0.282547941823085
NZ_QTWE01000001.1	high_5M	came_itself	315	NA
NZ_QTWG01000001.1	high_10M	came_from_before	45	NA
NZ_QTWG01000001.1	high_10M	came_from_both	3294	NA
NZ_QTWG01000001.1	high_10M	came_from_donor	728	1.10867110233984
NZ_QTWG01000001.1	high_10M	came_itself	99	NA
NZ_QTWG01000001.1	high_1M	came_from_both	25	NA
NZ_QTWG01000001.1	high_1M	came_from_donor	2	0.155766057758858
NZ_QTWG01000001.1	high_1M	came_itself	915	NA
NZ_QTWG01000001.1	high_25M	came_from_both	31078	NA
NZ_QTWG01000001.1	high_25M	came_from_donor	19364	11.5518196105917
NZ_QTWG01000001.1	high_25M	came_itself	27	NA
NZ_QTWG01000001.1	high_50M	came_from_both	55059	NA
NZ_QTWG01000001.1	high_50M	came_from_donor	29818	15.2001246312824
NZ_QTWG01000001.1	high_5M	came_from_both	1079	NA
NZ_QTWG01000001.1	high_5M	came_from_donor	83	0.232456387191579
