sample	gene_name	gene_length	width_cov	hits
FAT_012-22-84-0_stay	rix:RO1_33980	741	741	561
FAT_012-22-84-0_stay	rob:CK5_05660	741	687	315
FAT_012-22-84-0_stay	rum:CK1_37050	744	744	2051
FAT_020-22-84-0_came_from_both	cct:CC1_02420	741	728	761
FAT_020-22-84-0_came_from_both	eel:EUBELI_01660	741	723	661
FAT_020-22-84-0_came_from_both	ere:EUBREC_0089	741	670	330
FAT_020-22-84-0_came_from_both	rix:RO1_33980	741	741	717
FAT_020-22-84-0_came_from_both	rob:CK5_05660	741	681	350
FAT_020-22-84-0_came_from_both	rum:CK1_37050	744	744	930
FAT_015-22-2-0_came_itself	caer:CSV91_03095	816	568	11
FAT_015-22-2-0_came_itself	rum:CK1_37050	744	273	4
SPB_T33_came_from_before	caer:CSV91_03095	816	766	22
SPB_T33_came_from_before	eel:EUBELI_01660	741	315	3
SPB_T33_came_from_before	ere:EUBREC_0089	741	248	2
SPB_T33_came_itself	cct:CC1_02420	741	214	2
SPB_T33_came_itself	ere:EUBREC_0089	741	120	1
SPB_T33_came_itself	rum:CK1_37050	744	239	2
FAT_015-22-42-0_came_from_both	caer:CSV91_03095	816	193	4
FAT_015-22-42-0_came_from_both	cct:CC1_02420	741	726	145
FAT_015-22-42-0_came_from_both	eel:EUBELI_01660	741	738	154
FAT_015-22-42-0_came_from_both	ere:EUBREC_0089	741	647	60
FAT_015-22-42-0_came_from_both	rix:RO1_33980	741	738	151
FAT_015-22-42-0_came_from_both	rob:CK5_05660	741	661	77
FAT_015-22-42-0_came_from_both	rum:CK1_37050	744	744	490
FAT_020-22-14-0_came_from_donor	cct:CC1_02420	741	88	2
FAT_020-22-14-0_came_from_donor	ere:EUBREC_0089	741	129	2
FAT_020-22-14-0_came_from_donor	rum:CK1_37050	744	88	1
FAT_006-22-2-0_not_settle	caer:CSV91_03095	816	273	7
FAT_006-22-2-0_not_settle	cct:CC1_02420	741	717	67
FAT_006-22-2-0_not_settle	eel:EUBELI_01660	741	740	88
FAT_006-22-2-0_not_settle	ele:Elen_1169	888	121	2
FAT_006-22-2-0_not_settle	erb:A4V01_10495	744	323	8
FAT_006-22-2-0_not_settle	ere:EUBREC_0089	741	629	55
FAT_006-22-2-0_not_settle	psor:RSJ16_09130	747	90	2
FAT_006-22-2-0_not_settle	rix:RO1_33980	741	729	107
FAT_006-22-2-0_not_settle	rob:CK5_05660	741	611	51
FAT_006-22-2-0_not_settle	rum:CK1_37050	744	494	15
FAT_012-22-14-0_came_from_both	cct:CC1_02420	741	726	500
FAT_012-22-14-0_came_from_both	eel:EUBELI_01660	741	723	524
FAT_012-22-14-0_came_from_both	ere:EUBREC_0089	741	667	282
FAT_012-22-14-0_came_from_both	rix:RO1_33980	741	741	588
FAT_012-22-14-0_came_from_both	rob:CK5_05660	741	684	227
FAT_012-22-14-0_came_from_both	rum:CK1_37050	744	744	971
FAT_012-22-42-0_stay	caer:CSV91_03095	816	260	3
FAT_012-22-42-0_stay	cct:CC1_02420	741	727	419
FAT_012-22-42-0_stay	eel:EUBELI_01660	741	725	483
FAT_012-22-42-0_stay	ere:EUBREC_0089	741	670	243
FAT_012-22-42-0_stay	rix:RO1_33980	741	741	500
FAT_012-22-42-0_stay	rob:CK5_05660	741	687	272
FAT_012-22-42-0_stay	rum:CK1_37050	744	744	2002
FAT_006-22-14-0_not_settle	caer:CSV91_03095	816	738	40
FAT_006-22-14-0_not_settle	cct:CC1_02420	741	725	83
FAT_006-22-14-0_not_settle	eel:EUBELI_01660	741	698	97
FAT_006-22-14-0_not_settle	ele:Elen_1169	888	121	2
FAT_006-22-14-0_not_settle	erb:A4V01_10495	744	323	9
FAT_006-22-14-0_not_settle	ere:EUBREC_0089	741	694	59
FAT_006-22-14-0_not_settle	psor:RSJ16_09130	747	90	2
FAT_006-22-14-0_not_settle	rix:RO1_33980	741	722	80
FAT_006-22-14-0_not_settle	rob:CK5_05660	741	668	55
FAT_006-22-14-0_not_settle	rum:CK1_37050	744	626	15
FAT_020-22-42-0_gone	caer:CSV91_03095	816	256	5
FAT_020-22-42-0_gone	cct:CC1_02420	741	421	8
FAT_020-22-42-0_gone	eel:EUBELI_01660	741	201	3
FAT_020-22-42-0_gone	ere:EUBREC_0089	741	298	5
FAT_020-22-42-0_gone	rob:CK5_05660	741	264	3
FAT_020-22-42-0_gone	rum:CK1_37050	744	88	1
R02_W4_came_from_before	eel:EUBELI_01660	741	73	2
FAT_020-22-42-0_came_from_both	caer:CSV91_03095	816	166	2
FAT_020-22-42-0_came_from_both	cct:CC1_02420	741	728	190
FAT_020-22-42-0_came_from_both	eel:EUBELI_01660	741	724	165
FAT_020-22-42-0_came_from_both	ere:EUBREC_0089	741	670	101
FAT_020-22-42-0_came_from_both	rix:RO1_33980	741	741	209
FAT_020-22-42-0_came_from_both	rob:CK5_05660	741	670	118
FAT_020-22-42-0_came_from_both	rum:CK1_37050	744	744	125
FAT_006-22-84-0_came_from_both	caer:CSV91_03095	816	137	2
FAT_006-22-84-0_came_from_both	cct:CC1_02420	741	724	65
FAT_006-22-84-0_came_from_both	eel:EUBELI_01660	741	722	62
FAT_006-22-84-0_came_from_both	ere:EUBREC_0089	741	578	38
FAT_006-22-84-0_came_from_both	rix:RO1_33980	741	741	70
FAT_006-22-84-0_came_from_both	rob:CK5_05660	741	654	49
FAT_006-22-84-0_came_from_both	rum:CK1_37050	744	744	174
FAT_012-22-42-0_not_settle	caer:CSV91_03095	816	512	13
FAT_012-22-42-0_not_settle	cct:CC1_02420	741	262	5
FAT_012-22-42-0_not_settle	eel:EUBELI_01660	741	191	3
FAT_012-22-42-0_not_settle	ele:Elen_1169	888	60	1
FAT_012-22-42-0_not_settle	ere:EUBREC_0089	741	107	3
FAT_012-22-42-0_not_settle	rix:RO1_33980	741	450	9
FAT_012-22-42-0_not_settle	rob:CK5_05660	741	90	1
FAT_012-22-42-0_not_settle	rum:CK1_37050	744	533	16
SPB_T27_settle	caer:CSV91_03095	816	739	44
SPB_T27_settle	cct:CC1_02420	741	741	92
SPB_T27_settle	eel:EUBELI_01660	741	721	70
SPB_T27_settle	ere:EUBREC_0089	741	644	51
SPB_T27_settle	rix:RO1_33980	741	741	105
SPB_T27_settle	rob:CK5_05660	741	608	28
SPB_T27_settle	rum:CK1_37050	744	742	77
R02_W4_not_settle	caer:CSV91_03095	816	790	11
R02_W4_not_settle	cct:CC1_02420	741	666	17
R02_W4_not_settle	eel:EUBELI_01660	741	551	6
R02_W4_not_settle	ele:Elen_1169	888	402	4
R02_W4_not_settle	erb:A4V01_10495	744	150	1
R02_W4_not_settle	ere:EUBREC_0089	741	301	4
R02_W4_not_settle	rix:RO1_33980	741	513	11
R02_W4_not_settle	rob:CK5_05660	741	343	3
R02_W4_not_settle	rum:CK1_37050	744	729	34
SPB_T30_came_from_donor	caer:CSV91_03095	816	629	15
SPB_T30_came_from_donor	rum:CK1_37050	744	378	5
SPB_T25_came_from_before	caer:CSV91_03095	816	239	2
SPB_T25_came_from_before	rum:CK1_37050	744	218	2
FAT_015-22-2-0_came_from_both	caer:CSV91_03095	816	138	2
FAT_015-22-2-0_came_from_both	cct:CC1_02420	741	728	405
FAT_015-22-2-0_came_from_both	eel:EUBELI_01660	741	725	357
FAT_015-22-2-0_came_from_both	ere:EUBREC_0089	741	664	201
FAT_015-22-2-0_came_from_both	rix:RO1_33980	741	741	424
FAT_015-22-2-0_came_from_both	rob:CK5_05660	741	680	235
FAT_015-22-2-0_came_from_both	rum:CK1_37050	744	744	614
SPB_T27_came_from_donor	caer:CSV91_03095	816	790	20
SPB_T27_came_from_donor	eel:EUBELI_01660	741	336	4
SPB_T27_came_from_donor	rum:CK1_37050	744	235	3
FAT_015-22-14-0_gone	caer:CSV91_03095	816	363	5
FAT_015-22-14-0_gone	cct:CC1_02420	741	88	1
FAT_015-22-14-0_gone	eel:EUBELI_01660	741	144	2
FAT_015-22-14-0_gone	ele:Elen_1169	888	101	2
FAT_015-22-14-0_gone	ere:EUBREC_0089	741	150	4
FAT_015-22-14-0_gone	rix:RO1_33980	741	88	1
FAT_015-22-14-0_gone	rob:CK5_05660	741	315	5
FAT_015-22-14-0_gone	rum:CK1_37050	744	510	23
FAT_015-22-2-0_stay	caer:CSV91_03095	816	265	3
FAT_015-22-2-0_stay	cct:CC1_02420	741	727	247
FAT_015-22-2-0_stay	eel:EUBELI_01660	741	726	253
FAT_015-22-2-0_stay	ere:EUBREC_0089	741	711	167
FAT_015-22-2-0_stay	rix:RO1_33980	741	741	244
FAT_015-22-2-0_stay	rob:CK5_05660	741	669	151
FAT_015-22-2-0_stay	rum:CK1_37050	744	744	473
FAT_008-22-84-0_came_itself	caer:CSV91_03095	816	477	11
FAT_008-22-84-0_came_itself	ele:Elen_1169	888	171	3
FAT_008-22-84-0_came_itself	erb:A4V01_10495	744	84	1
FAT_008-22-84-0_came_itself	ere:EUBREC_0089	741	163	2
FAT_008-22-84-0_came_itself	rix:RO1_33980	741	299	4
FAT_008-22-84-0_came_itself	rob:CK5_05660	741	92	1
FAT_015-22-84-0_came_from_donor	caer:CSV91_03095	816	645	20
FAT_008-22-84-0_came_from_before	caer:CSV91_03095	816	371	9
SPB_T42_gone	caer:CSV91_03095	816	750	19
SPB_T42_gone	eel:EUBELI_01660	741	182	2
SPB_T42_gone	ele:Elen_1169	888	883	17
SPB_T42_gone	llk:LLKF_1296	645	277	2
SPB_T42_gone	rix:RO1_33980	741	248	1
SPB_T42_gone	rob:CK5_05660	741	126	2
SPB_T42_gone	rum:CK1_37050	744	196	2
FAT_020-22-84-0_came_itself	caer:CSV91_03095	816	628	15
FAT_020-22-84-0_came_itself	cct:CC1_02420	741	657	16
FAT_020-22-84-0_came_itself	eel:EUBELI_01660	741	577	21
FAT_020-22-84-0_came_itself	ere:EUBREC_0089	741	386	5
FAT_020-22-84-0_came_itself	rix:RO1_33980	741	541	14
FAT_020-22-84-0_came_itself	rob:CK5_05660	741	494	18
FAT_020-22-84-0_came_itself	rum:CK1_37050	744	734	54
SPB_T36_came_from_donor	caer:CSV91_03095	816	563	10
SPB_T36_came_from_donor	eel:EUBELI_01660	741	203	2
SPB_T35_gone	caer:CSV91_03095	816	816	69
SPB_T35_gone	cct:CC1_02420	741	567	4
SPB_T35_gone	eel:EUBELI_01660	741	242	1
SPB_T35_gone	ele:Elen_1169	888	564	8
SPB_T35_gone	ere:EUBREC_0089	741	223	1
SPB_T35_gone	rix:RO1_33980	741	537	3
SPB_T35_gone	rob:CK5_05660	741	324	3
SPB_T35_gone	rum:CK1_37050	744	698	7
FAT_012-22-14-0_not_settle	caer:CSV91_03095	816	59	1
FAT_012-22-14-0_not_settle	cct:CC1_02420	741	155	2
FAT_012-22-14-0_not_settle	eel:EUBELI_01660	741	88	1
FAT_012-22-14-0_not_settle	ele:Elen_1169	888	60	1
FAT_012-22-14-0_not_settle	rix:RO1_33980	741	75	1
FAT_012-22-14-0_not_settle	rob:CK5_05660	741	266	4
FAT_012-22-14-0_not_settle	rum:CK1_37050	744	533	16
SPB_T36_came_itself	caer:CSV91_03095	816	235	2
SPB_T36_came_itself	cct:CC1_02420	741	259	4
SPB_T36_came_itself	eel:EUBELI_01660	741	459	8
SPB_T36_came_itself	ere:EUBREC_0089	741	198	2
SPB_T36_came_itself	rix:RO1_33980	741	285	7
SPB_T36_came_itself	rob:CK5_05660	741	214	1
SPB_T36_came_itself	rum:CK1_37050	744	147	2
R02_W8_stay	cct:CC1_02420	741	302	2
R02_W8_stay	rix:RO1_33980	741	548	5
R02_W8_stay	rob:CK5_05660	741	301	2
R02_W8_stay	rum:CK1_37050	744	537	9
FAT_015-22-84-0_came_itself	caer:CSV91_03095	816	588	34
FAT_015-22-84-0_came_itself	rum:CK1_37050	744	133	4
FAT_006-22-2-0_settle	caer:CSV91_03095	816	278	7
FAT_006-22-2-0_settle	cct:CC1_02420	741	728	1343
FAT_006-22-2-0_settle	eel:EUBELI_01660	741	734	1416
FAT_006-22-2-0_settle	ere:EUBREC_0089	741	673	846
FAT_006-22-2-0_settle	rix:RO1_33980	741	741	1596
FAT_006-22-2-0_settle	rob:CK5_05660	741	688	873
FAT_006-22-2-0_settle	rum:CK1_37050	744	744	1337
FAT_006-22-2-0_came_itself	caer:CSV91_03095	816	91	1
FAT_006-22-2-0_came_itself	ere:EUBREC_0089	741	91	1
FAT_006-22-2-0_came_itself	rob:CK5_05660	741	161	2
FAT_006-22-2-0_came_itself	rum:CK1_37050	744	93	1
SPB_T42_settle	caer:CSV91_03095	816	591	27
SPB_T42_settle	cct:CC1_02420	741	717	70
SPB_T42_settle	eel:EUBELI_01660	741	721	107
SPB_T42_settle	ere:EUBREC_0089	741	635	53
SPB_T42_settle	rix:RO1_33980	741	741	108
SPB_T42_settle	rob:CK5_05660	741	644	22
SPB_T42_settle	rum:CK1_37050	744	742	83
SPB_T29_settle	caer:CSV91_03095	816	816	66
SPB_T29_settle	cct:CC1_02420	741	741	108
SPB_T29_settle	eel:EUBELI_01660	741	701	68
SPB_T29_settle	ere:EUBREC_0089	741	631	53
SPB_T29_settle	rix:RO1_33980	741	741	105
SPB_T29_settle	rob:CK5_05660	741	659	26
SPB_T29_settle	rum:CK1_37050	744	743	86
FAT_020-22-42-0_settle	cct:CC1_02420	741	725	463
FAT_020-22-42-0_settle	eel:EUBELI_01660	741	724	475
FAT_020-22-42-0_settle	ere:EUBREC_0089	741	670	289
FAT_020-22-42-0_settle	rix:RO1_33980	741	741	481
FAT_020-22-42-0_settle	rob:CK5_05660	741	683	334
FAT_020-22-42-0_settle	rum:CK1_37050	744	744	287
FAT_006-22-84-0_settle	caer:CSV91_03095	816	173	2
FAT_006-22-84-0_settle	cct:CC1_02420	741	728	1311
FAT_006-22-84-0_settle	eel:EUBELI_01660	741	725	1364
FAT_006-22-84-0_settle	ere:EUBREC_0089	741	672	868
FAT_006-22-84-0_settle	rix:RO1_33980	741	741	1469
FAT_006-22-84-0_settle	rob:CK5_05660	741	687	906
FAT_006-22-84-0_settle	rum:CK1_37050	744	744	1262
FAT_008-22-42-0_stay	caer:CSV91_03095	816	389	8
FAT_008-22-42-0_stay	cct:CC1_02420	741	726	134
FAT_008-22-42-0_stay	eel:EUBELI_01660	741	719	121
FAT_008-22-42-0_stay	ere:EUBREC_0089	741	663	114
FAT_008-22-42-0_stay	rix:RO1_33980	741	741	112
FAT_008-22-42-0_stay	rob:CK5_05660	741	671	79
FAT_008-22-42-0_stay	rum:CK1_37050	744	744	1097
FAT_008-22-14-0_gone	caer:CSV91_03095	816	559	13
FAT_008-22-14-0_gone	cct:CC1_02420	741	221	5
FAT_008-22-14-0_gone	ele:Elen_1169	888	366	11
FAT_008-22-14-0_gone	ere:EUBREC_0089	741	91	1
FAT_008-22-14-0_gone	rix:RO1_33980	741	94	1
FAT_008-22-14-0_gone	rum:CK1_37050	744	410	15
SPB_T25_stay	caer:CSV91_03095	816	816	130
SPB_T25_stay	cct:CC1_02420	741	726	150
SPB_T25_stay	eel:EUBELI_01660	741	722	192
SPB_T25_stay	ere:EUBREC_0089	741	603	82
SPB_T25_stay	rix:RO1_33980	741	741	171
SPB_T25_stay	rob:CK5_05660	741	673	48
SPB_T25_stay	rum:CK1_37050	744	744	309
FAT_020-22-14-0_came_from_both	cct:CC1_02420	741	728	330
FAT_020-22-14-0_came_from_both	eel:EUBELI_01660	741	724	313
FAT_020-22-14-0_came_from_both	ere:EUBREC_0089	741	669	201
FAT_020-22-14-0_came_from_both	rix:RO1_33980	741	741	422
FAT_020-22-14-0_came_from_both	rob:CK5_05660	741	687	227
FAT_020-22-14-0_came_from_both	rum:CK1_37050	744	744	171
FAT_006-22-42-0_not_settle	caer:CSV91_03095	816	722	40
FAT_006-22-42-0_not_settle	cct:CC1_02420	741	713	81
FAT_006-22-42-0_not_settle	eel:EUBELI_01660	741	741	86
FAT_006-22-42-0_not_settle	ele:Elen_1169	888	121	2
FAT_006-22-42-0_not_settle	erb:A4V01_10495	744	323	9
FAT_006-22-42-0_not_settle	ere:EUBREC_0089	741	673	61
FAT_006-22-42-0_not_settle	psor:RSJ16_09130	747	90	2
FAT_006-22-42-0_not_settle	rix:RO1_33980	741	738	89
FAT_006-22-42-0_not_settle	rob:CK5_05660	741	680	48
FAT_006-22-42-0_not_settle	rum:CK1_37050	744	568	13
FAT_006-22-84-0_not_settle	caer:CSV91_03095	816	722	51
FAT_006-22-84-0_not_settle	cct:CC1_02420	741	709	82
FAT_006-22-84-0_not_settle	eel:EUBELI_01660	741	741	108
FAT_006-22-84-0_not_settle	ele:Elen_1169	888	121	2
FAT_006-22-84-0_not_settle	erb:A4V01_10495	744	323	9
FAT_006-22-84-0_not_settle	ere:EUBREC_0089	741	665	78
FAT_006-22-84-0_not_settle	psor:RSJ16_09130	747	90	2
FAT_006-22-84-0_not_settle	rix:RO1_33980	741	739	98
FAT_006-22-84-0_not_settle	rob:CK5_05660	741	628	61
FAT_006-22-84-0_not_settle	rum:CK1_37050	744	626	19
FAT_006-22-84-0_gone	caer:CSV91_03095	816	758	61
FAT_006-22-84-0_gone	cct:CC1_02420	741	161	2
FAT_006-22-84-0_gone	eel:EUBELI_01660	741	493	11
FAT_006-22-84-0_gone	ere:EUBREC_0089	741	127	2
FAT_006-22-84-0_gone	rix:RO1_33980	741	248	4
FAT_006-22-84-0_gone	rob:CK5_05660	741	240	3
FAT_006-22-84-0_gone	rum:CK1_37050	744	717	27
SPB_T41_stay	cct:CC1_02420	741	674	50
SPB_T41_stay	eel:EUBELI_01660	741	715	61
SPB_T41_stay	ere:EUBREC_0089	741	647	31
SPB_T41_stay	rix:RO1_33980	741	740	81
SPB_T41_stay	rob:CK5_05660	741	630	38
SPB_T41_stay	rum:CK1_37050	744	744	164
R01_W8_came_from_before	rum:CK1_37050	744	300	2
FAT_015-22-42-0_came_from_before	caer:CSV91_03095	816	437	10
FAT_020-22-2-0_not_settle	caer:CSV91_03095	816	150	2
FAT_020-22-2-0_not_settle	cct:CC1_02420	741	197	4
FAT_020-22-2-0_not_settle	eel:EUBELI_01660	741	148	2
FAT_020-22-2-0_not_settle	ere:EUBREC_0089	741	52	1
SPB_T39_settle	caer:CSV91_03095	816	385	8
SPB_T39_settle	cct:CC1_02420	741	717	61
SPB_T39_settle	eel:EUBELI_01660	741	715	61
SPB_T39_settle	ere:EUBREC_0089	741	631	61
SPB_T39_settle	rix:RO1_33980	741	741	112
SPB_T39_settle	rob:CK5_05660	741	649	35
SPB_T39_settle	rum:CK1_37050	744	742	70
SPB_T33_settle	caer:CSV91_03095	816	379	8
SPB_T33_settle	cct:CC1_02420	741	721	89
SPB_T33_settle	eel:EUBELI_01660	741	721	88
SPB_T33_settle	ere:EUBREC_0089	741	589	37
SPB_T33_settle	rix:RO1_33980	741	741	83
SPB_T33_settle	rob:CK5_05660	741	611	25
SPB_T33_settle	rum:CK1_37050	744	742	70
SPB_T33_stay	caer:CSV91_03095	816	798	67
SPB_T33_stay	cct:CC1_02420	741	723	188
SPB_T33_stay	eel:EUBELI_01660	741	719	235
SPB_T33_stay	ere:EUBREC_0089	741	629	142
SPB_T33_stay	rix:RO1_33980	741	741	251
SPB_T33_stay	rob:CK5_05660	741	738	126
SPB_T33_stay	rum:CK1_37050	744	744	315
FAT_012-22-42-0_settle	cct:CC1_02420	741	726	377
FAT_012-22-42-0_settle	eel:EUBELI_01660	741	723	345
FAT_012-22-42-0_settle	ere:EUBREC_0089	741	669	194
FAT_012-22-42-0_settle	rix:RO1_33980	741	741	335
FAT_012-22-42-0_settle	rob:CK5_05660	741	678	179
FAT_012-22-42-0_settle	rum:CK1_37050	744	744	591
SPB_T25_came_from_donor	caer:CSV91_03095	816	578	18
R02_W4_came_from_donor	caer:CSV91_03095	816	532	7
R02_W4_came_from_donor	cct:CC1_02420	741	350	6
R02_W4_came_from_donor	eel:EUBELI_01660	741	126	3
R02_W4_came_from_donor	ere:EUBREC_0089	741	150	1
R02_W4_came_from_donor	rix:RO1_33980	741	116	6
R02_W4_came_from_donor	rob:CK5_05660	741	150	1
R02_W4_came_from_donor	rum:CK1_37050	744	635	56
FAT_012-22-2-0_came_from_before	caer:CSV91_03095	816	202	3
FAT_012-22-2-0_came_from_before	cct:CC1_02420	741	321	6
FAT_012-22-2-0_came_from_before	eel:EUBELI_01660	741	337	9
FAT_012-22-2-0_came_from_before	ere:EUBREC_0089	741	232	5
FAT_012-22-2-0_came_from_before	rix:RO1_33980	741	403	7
FAT_012-22-2-0_came_from_before	rob:CK5_05660	741	87	1
SPB_T30_not_settle	eel:EUBELI_01660	741	215	2
SPB_T30_not_settle	ele:Elen_1169	888	249	1
SPB_T30_not_settle	rix:RO1_33980	741	168	2
SPB_T30_not_settle	rum:CK1_37050	744	600	9
SPB_T35_came_from_donor	caer:CSV91_03095	816	650	10
SPB_T35_came_itself	cct:CC1_02420	741	177	1
SPB_T35_came_itself	rum:CK1_37050	744	350	5
FAT_012-22-14-0_came_from_before	caer:CSV91_03095	816	388	5
FAT_012-22-14-0_came_from_before	cct:CC1_02420	741	409	8
FAT_012-22-14-0_came_from_before	eel:EUBELI_01660	741	285	6
FAT_012-22-14-0_came_from_before	ere:EUBREC_0089	741	184	2
FAT_012-22-14-0_came_from_before	rix:RO1_33980	741	397	9
FAT_012-22-14-0_came_from_before	rob:CK5_05660	741	377	9
FAT_012-22-14-0_came_itself	caer:CSV91_03095	816	456	17
FAT_012-22-14-0_came_itself	cct:CC1_02420	741	572	24
FAT_012-22-14-0_came_itself	eel:EUBELI_01660	741	509	19
FAT_012-22-14-0_came_itself	ere:EUBREC_0089	741	410	10
FAT_012-22-14-0_came_itself	rix:RO1_33980	741	248	5
FAT_012-22-14-0_came_itself	rob:CK5_05660	741	348	9
FAT_012-22-14-0_came_itself	rum:CK1_37050	744	694	44
FAT_012-22-14-0_gone	caer:CSV91_03095	816	390	14
FAT_012-22-14-0_gone	cct:CC1_02420	741	344	7
FAT_012-22-14-0_gone	eel:EUBELI_01660	741	472	14
FAT_012-22-14-0_gone	ere:EUBREC_0089	741	415	16
FAT_012-22-14-0_gone	rix:RO1_33980	741	534	13
FAT_012-22-14-0_gone	rob:CK5_05660	741	411	8
FAT_012-22-14-0_gone	rum:CK1_37050	744	654	20
SPB_T39_came_from_donor	caer:CSV91_03095	816	542	8
SPB_T39_came_from_donor	ere:EUBREC_0089	741	200	2
FAT_006-22-42-0_came_from_before	caer:CSV91_03095	816	629	19
FAT_006-22-42-0_came_from_before	rum:CK1_37050	744	89	2
FAT_006-22-2-0_gone	caer:CSV91_03095	816	808	168
FAT_006-22-2-0_gone	cct:CC1_02420	741	555	11
FAT_006-22-2-0_gone	eel:EUBELI_01660	741	472	9
FAT_006-22-2-0_gone	rix:RO1_33980	741	265	5
FAT_006-22-2-0_gone	rob:CK5_05660	741	158	3
FAT_006-22-2-0_gone	rum:CK1_37050	744	739	43
SPB_T33_came_from_donor	caer:CSV91_03095	816	354	4
SPB_T41_settle	caer:CSV91_03095	816	741	40
SPB_T41_settle	cct:CC1_02420	741	725	81
SPB_T41_settle	eel:EUBELI_01660	741	729	74
SPB_T41_settle	ere:EUBREC_0089	741	636	53
SPB_T41_settle	rix:RO1_33980	741	741	120
SPB_T41_settle	rob:CK5_05660	741	652	41
SPB_T41_settle	rum:CK1_37050	744	743	76
SPB_T39_came_from_both	cct:CC1_02420	741	719	23
SPB_T39_came_from_both	eel:EUBELI_01660	741	723	40
SPB_T39_came_from_both	ere:EUBREC_0089	741	521	13
SPB_T39_came_from_both	rix:RO1_33980	741	741	39
SPB_T39_came_from_both	rob:CK5_05660	741	616	15
SPB_T39_came_from_both	rum:CK1_37050	744	744	99
FAT_015-22-84-0_stay	caer:CSV91_03095	816	708	25
FAT_015-22-84-0_stay	cct:CC1_02420	741	722	217
FAT_015-22-84-0_stay	eel:EUBELI_01660	741	723	199
FAT_015-22-84-0_stay	ere:EUBREC_0089	741	669	129
FAT_015-22-84-0_stay	rix:RO1_33980	741	741	200
FAT_015-22-84-0_stay	rob:CK5_05660	741	676	131
FAT_015-22-84-0_stay	rum:CK1_37050	744	744	462
SPB_T30_came_itself	caer:CSV91_03095	816	241	2
SPB_T30_came_itself	ere:EUBREC_0089	741	141	2
SPB_T30_came_itself	rum:CK1_37050	744	303	4
FAT_012-22-42-0_gone	caer:CSV91_03095	816	801	104
FAT_012-22-42-0_gone	cct:CC1_02420	741	658	28
FAT_012-22-42-0_gone	eel:EUBELI_01660	741	642	38
FAT_012-22-42-0_gone	ere:EUBREC_0089	741	582	27
FAT_012-22-42-0_gone	psor:RSJ16_09130	747	88	2
FAT_012-22-42-0_gone	rix:RO1_33980	741	664	43
FAT_012-22-42-0_gone	rob:CK5_05660	741	582	26
FAT_012-22-42-0_gone	rum:CK1_37050	744	641	24
SPB_T23_gone	caer:CSV91_03095	816	602	28
SPB_T23_gone	cct:CC1_02420	741	603	7
SPB_T23_gone	eel:EUBELI_01660	741	287	6
SPB_T23_gone	ele:Elen_1169	888	645	6
SPB_T23_gone	ere:EUBREC_0089	741	386	2
SPB_T23_gone	olo:ADJ70_04945	870	257	2
SPB_T23_gone	rum:CK1_37050	744	595	5
FAT_015-22-42-0_stay	caer:CSV91_03095	816	812	57
FAT_015-22-42-0_stay	cct:CC1_02420	741	728	225
FAT_015-22-42-0_stay	eel:EUBELI_01660	741	741	212
FAT_015-22-42-0_stay	ere:EUBREC_0089	741	671	134
FAT_015-22-42-0_stay	rix:RO1_33980	741	741	227
FAT_015-22-42-0_stay	rob:CK5_05660	741	684	145
FAT_015-22-42-0_stay	rum:CK1_37050	744	744	492
SPB_T29_came_from_donor	caer:CSV91_03095	816	684	32
FAT_006-22-2-0_came_from_both	caer:CSV91_03095	816	328	8
FAT_006-22-2-0_came_from_both	cct:CC1_02420	741	726	135
FAT_006-22-2-0_came_from_both	eel:EUBELI_01660	741	722	127
FAT_006-22-2-0_came_from_both	ere:EUBREC_0089	741	657	63
FAT_006-22-2-0_came_from_both	rix:RO1_33980	741	741	122
FAT_006-22-2-0_came_from_both	rob:CK5_05660	741	681	50
FAT_006-22-2-0_came_from_both	rum:CK1_37050	744	744	557
SPB_T27_stay	caer:CSV91_03095	816	370	24
SPB_T27_stay	cct:CC1_02420	741	724	110
SPB_T27_stay	eel:EUBELI_01660	741	725	105
SPB_T27_stay	ere:EUBREC_0089	741	669	38
SPB_T27_stay	rix:RO1_33980	741	741	110
SPB_T27_stay	rob:CK5_05660	741	665	35
SPB_T27_stay	rum:CK1_37050	744	744	251
FAT_020-22-84-0_came_from_before	caer:CSV91_03095	816	670	60
FAT_020-22-84-0_came_from_before	cct:CC1_02420	741	329	27
FAT_020-22-84-0_came_from_before	eel:EUBELI_01660	741	342	40
FAT_020-22-84-0_came_from_before	ere:EUBREC_0089	741	301	26
FAT_020-22-84-0_came_from_before	rix:RO1_33980	741	463	32
FAT_020-22-84-0_came_from_before	rob:CK5_05660	741	272	7
FAT_020-22-84-0_came_from_before	rum:CK1_37050	744	252	8
FAT_008-22-14-0_came_from_donor	caer:CSV91_03095	816	131	2
FAT_008-22-14-0_came_from_donor	ere:EUBREC_0089	741	185	2
FAT_008-22-14-0_came_from_donor	rix:RO1_33980	741	277	4
FAT_008-22-14-0_came_from_donor	rob:CK5_05660	741	100	2
FAT_008-22-14-0_came_from_donor	rum:CK1_37050	744	141	2
R01_W4_gone	caer:CSV91_03095	816	182	3
R01_W4_gone	cct:CC1_02420	741	361	4
R01_W4_gone	eel:EUBELI_01660	741	659	10
R01_W4_gone	ele:Elen_1169	888	879	15
R01_W4_gone	erb:A4V01_10495	744	734	64
R01_W4_gone	ere:EUBREC_0089	741	289	2
R01_W4_gone	rix:RO1_33980	741	437	7
